timestamp;x;y;theta
1645976719955;0.8464480364459931;0.489693641110069;49.99999999999447
1645976719975;0.8464351806937837;0.4896783202212192;49.99999999999447
1645976719995;0.8464223249415742;0.4896629993323694;49.99999999999447
1645976720015;0.8464094691893648;0.4896476784435196;49.99999999999447
1645976720035;0.8464287520555741;0.48967066041624585;50.00399999999446
1645976720055;0.8464480333172918;0.4896936437351142;50.00799999999445
1645976720076;0.846467312974424;0.48971662840001257;50.011999999994444
1645976720096;0.8464865910268773;0.4897396144108289;50.015999999994435
1645976720115;0.8465058674745572;0.48976260176745123;50.019999999994425
1645976720134;0.84652514231737;0.4897855904697674;50.023999999994416
1645976720154;0.8465444155552214;0.4898085805176655;50.02799999999441
1645976720174;0.8465636871880179;0.48983157191103327;50.0319999999944
1645976720195;0.8465829572156652;0.4898545646497589;50.03599999999439
1645976720215;0.8466022256380697;0.4898775587337301;50.03999999999438
1645976720236;0.8466214924551372;0.48990055416283496;50.04399999999437
1645976720255;0.8466407576667743;0.4899235509369612;50.04799999999436
1645976720275;0.8466600212728866;0.4899465490559971;50.05199999999435
1645976720294;0.8466792832733806;0.4899695485198303;50.05599999999434
1645976720315;0.8466985436681617;0.4899925493283488;50.05999999999433
1645976720335;0.8467178024571367;0.49001555148144044;50.06399999999432
1645976720355;0.8467370596402115;0.49003855497899307;50.06799999999431
1645976720375;0.8467563152172924;0.4900615598208948;50.071999999994304
1645976720398;0.8467755691882854;0.4900845660070333;50.075999999994295
1645976720415;0.8467948215530966;0.49010757353729645;50.079999999994286
1645976720435;0.8468140723116324;0.4901305824115721;50.083999999994276
1645976720454;0.8468333214637987;0.4901535926297484;50.08799999999427
1645976720475;0.8468525690095019;0.4901766041917127;50.09199999999426
1645976720496;0.846871814948648;0.4901996170973532;50.09599999999425
1645976720515;0.8468910592811435;0.4902226313465576;50.09999999999424
1645976720534;0.8469103020068943;0.4902456469392138;50.10399999999423
1645976720555;0.8469295431258066;0.4902686638752096;50.10799999999422
1645976720574;0.8469487826377867;0.4902916821544328;50.11199999999421
1645976720595;0.8469680205427411;0.4903147017767712;50.1159999999942
1645976720616;0.8469872568405756;0.4903377227421127;50.11999999999419
1645976720635;0.8470064915311969;0.4903607450503448;50.12399999999418
1645976720656;0.847025724614511;0.49038376870135564;50.127999999994174
1645976720676;0.8470449560904241;0.490406793695033;50.131999999994164
1645976720695;0.8470641859588425;0.49042982003126445;50.135999999994155
1645976720714;0.8470834142196725;0.4904528477099378;50.139999999994146
1645976720734;0.8471026408728203;0.4904758767309411;50.143999999994136
1645976720756;0.8471218659181922;0.49049890709416166;50.14799999999413
1645976720809;0.8471410893556947;0.4905219387994876;50.15199999999412
1645976720815;0.8471603111852339;0.4905449718468065;50.15599999999411
1645976720834;0.8471795314067164;0.4905680062360061;50.1599999999941
1645976720854;0.8471987500200484;0.4905910419669742;50.16399999999409
1645976720874;0.8472179670251361;0.49061407903959847;50.16799999999408
1645976720895;0.847237182421886;0.4906371174537666;50.17199999999407
1645976720915;0.8472563962102042;0.4906601572093663;50.17599999999406
1645976720936;0.8472756083899973;0.49068319830628515;50.17999999999405
1645976720956;0.8472948189611718;0.4907062407444112;50.18399999999404
1645976720975;0.8473140279236334;0.4907292845236321;50.187999999994034
1645976720994;0.847333235277289;0.4907523296438353;50.191999999994025
1645976721014;0.847352441022045;0.4907753761049087;50.195999999994015
1645976721034;0.847352441022045;0.4907753761049087;50.187999999994034
1645976721055;0.847352441022045;0.4907753761049087;50.17999999999405
1645976721074;0.847352441022045;0.4907753761049087;50.17199999999407
1645976721094;0.847352441022045;0.4907753761049087;50.16399999999409
1645976721116;0.847352441022045;0.4907753761049087;50.15599999999411
1645976721135;0.847352441022045;0.4907753761049087;50.14799999999413
1645976721155;0.847352441022045;0.4907753761049087;50.139999999994146
1645976721175;0.847352441022045;0.4907753761049087;50.131999999994164
1645976721194;0.847352441022045;0.4907753761049087;50.12399999999418
1645976721215;0.847352441022045;0.4907753761049087;50.1159999999942
1645976721236;0.847352441022045;0.4907753761049087;50.10799999999422
1645976721256;0.847352441022045;0.4907753761049087;50.09999999999424
1645976721275;0.847352441022045;0.4907753761049087;50.09199999999426
1645976721295;0.847352441022045;0.4907753761049087;50.083999999994276
1645976721315;0.847352441022045;0.4907753761049087;50.075999999994295
1645976721335;0.847352441022045;0.4907753761049087;50.06799999999431
1645976721355;0.847352441022045;0.4907753761049087;50.05999999999433
1645976721375;0.847352441022045;0.4907753761049087;50.05199999999435
1645976721395;0.847352441022045;0.4907753761049087;50.04399999999437
1645976721416;0.847352441022045;0.4907753761049087;50.03599999999439
1645976721435;0.847352441022045;0.4907753761049087;50.02799999999441
1645976721455;0.847352441022045;0.4907753761049087;50.019999999994425
1645976721474;0.847352441022045;0.4907753761049087;50.011999999994444
1645976721495;0.847352441022045;0.4907753761049087;50.00399999999446
1645976721514;0.847352441022045;0.4907753761049087;49.99599999999448
1645976721535;0.847352441022045;0.4907753761049087;49.9879999999945
1645976721555;0.847352441022045;0.4907753761049087;49.97999999999452
1645976721575;0.847352441022045;0.4907753761049087;49.97199999999454
1645976721595;0.847352441022045;0.4907753761049087;49.963999999994556
1645976721612;0;0;-0.008000000000000002
1645976721615;0;0;-0.01599999999999999
1645976721636;0;0;-0.02400000000000001
1645976721655;0;0;-0.03200000000000003
1645976721675;0;0;-0.03999999999999998
1645976721694;0;0;-0.04799999999999993
1645976721715;0;0;-0.05599999999999988
1645976721735;0;0;-0.06399999999999983
1645976721756;0;0;-0.07199999999999979
1645976721810;0;0;-0.07999999999999974
