timestamp;x;y;theta
1645979921770;-0.7772600000000277;-0.8558;0
1645979921790;-0.7788400000000287;-0.8558;0
1645979921809;-0.7804200000000298;-0.8558;0
1645979921831;-0.7820000000000308;-0.8558;0
1645979921850;-0.7835800000000318;-0.8558;0
1645979921871;-0.7851600000000328;-0.8558;0
1645979921890;-0.7867400000000339;-0.8558;0
1645979921910;-0.7883200000000349;-0.8558;0
1645979921929;-0.7899000000000359;-0.8558;0
1645979921949;-0.7914800000000369;-0.8558;0
1645979921970;-0.793060000000038;-0.8558;0
1645979921990;-0.794640000000039;-0.8558;0
1645979922010;-0.79622000000004;-0.8558;0
1645979922030;-0.797800000000041;-0.8558;0
1645979922051;-0.7993800000000421;-0.8558;0
1645979922071;-0.8009600000000431;-0.8558;0
1645979922090;-0.8025400000000441;-0.8558;0
1645979922111;-0.8041200000000451;-0.8558;0
1645979922130;-0.8057000000000462;-0.8558;0
1645979922149;-0.8072800000000472;-0.8558;0
1645979922170;-0.8088600000000482;-0.8558;0
1645979922190;-0.8104400000000492;-0.8558;0
1645979922212;-0.8120200000000503;-0.8558;0
1645979922230;-0.8112300035242429;-0.8557979828054275;0.30800000000000005
1645979922251;-0.8104400293063689;-0.8557917189442673;0.6160000000000001
1645979922270;-0.8096501001744377;-0.8557812085975269;0.9239999999999995
1645979922290;-0.8088602389551558;-0.8557664520689259;1.2320000000000007
1645979922309;-0.8080704684732666;-0.8557474497848858;1.5400000000000023
1645979922330;-0.8072808115508925;-0.8557242022945184;1.8480000000000039
1645979922350;-0.806491291006873;-0.8556967102696104;2.1560000000000055
1645979922369;-0.8057019296561081;-0.8556649745046024;2.464000000000007
1645979922390;-0.8049127503088966;-0.8556289959165689;2.7720000000000087
1645979922409;-0.8041237757702783;-0.8555887755451883;3.0800000000000103
1645979922429;-0.8033350288393744;-0.855544314552715;3.388000000000012
1645979922449;-0.8025465323087289;-0.8554956142239455;3.6960000000000135
1645979922470;-0.8017583089636505;-0.8554426759661805;4.004000000000015
1645979922490;-0.8009703815815524;-0.8553855013091852;4.312000000000007
1645979922511;-0.8001827729312967;-0.8553240919051448;4.62
1645979922530;-0.7993955057725339;-0.8552584495286163;4.927999999999993
1645979922550;-0.7986086028550476;-0.8551885760764782;5.2359999999999856
1645979922570;-0.7978220869180949;-0.8551144735678742;5.543999999999978
1645979922590;-0.7970359806897503;-0.8550361441441563;5.851999999999971
1645979922610;-0.796250306886249;-0.8549535900688223;6.159999999999964
1645979922630;-0.7954650882113309;-0.8548668137274503;6.4679999999999565
1645979922650;-0.7946803473555833;-0.8547758176276296;6.775999999999949
1645979922670;-0.7938961069957862;-0.8546806043988893;7.083999999999942
1645979922690;-0.7931123897942561;-0.8545811767926206;7.391999999999935
1645979922710;-0.7923292183981931;-0.8544775376819987;7.699999999999927
1645979922730;-0.7915466154390236;-0.8543696900618998;8.007999999999921
1645979922750;-0.7907646035317483;-0.854257637048813;8.315999999999914
1645979922772;-0.7899832052742886;-0.8541413818807518;8.623999999999906
1645979922792;-0.7892024432468325;-0.8540209279171604;8.9319999999999
1645979922810;-0.7884223400111835;-0.8538962786388156;9.239999999999892
1645979922830;-0.7876429181101071;-0.8537674376477273;9.547999999999885
1645979922850;-0.7868642000666806;-0.8536344086670344;9.855999999999877
1645979922870;-0.7860862083836418;-0.8534971955408958;10.16399999999987
1645979922891;-0.7853089655427391;-0.8533558022343806;10.471999999999863
1645979922911;-0.7845324940040805;-0.8532102328333533;10.779999999999855
